title_english,image_webp_large_url,trailer_url,episodes,duration,rating,synopsis,background,year,studios,themes,genres,demographics
The Royal Tutor Movie,https://cdn.myanimelist.net/images/anime/1567/116866l.webp,https://www.youtube.com/watch?v=hmejK_4V4HM,1.0,1 hr,PG-13 - Teens 13 or older,"The four princes of Grannzreich—Kai, Bruno, Leonhard, and Licht— continue to compete for the right to their kingdom's throne under the guidance of their beloved royal tutor, the competent yet childlike Heine Wittgenstein.

One day, during a political visit to Grannzreich, the king of the neighboring Romano Kingdom arrives at the royal palace with his twin sons, Ivan and Eugene. In the hopes of befriending the twins, Heine and the four princes meet their visitors, but their efforts are thwarted instantly when the two twin princes declare that they refuse to address those who will never reach the throne. Dispersing the tension between the boys, Heine reveals that he, upon their father King Victor von Grannzreich's request, will be tutoring the Romano princes alongside the Grannzreichs for the duration of their stay, in hopes of strengthening the future relations between the two kingdoms.

[Written by MAL Rewrite]",---,2012.0,Tear Studio,Historical,Comedy,Shounen
Mayuge no Uta,https://cdn.myanimelist.net/images/anime/1235/93771l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,2 min,G - All Ages,A song about a dog with large eyebrows and his summer beach vacation.,---,2012.0,No studio,Music,No genres,Kids
Kokoro wa Hallelujah,https://cdn.myanimelist.net/images/anime/1778/93772l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,2 min,G - All Ages,"Hallelujah of the heart, the world is filled with great love, great music, and great friends.",---,2012.0,No studio,Music,No genres,Kids
Kimi ga Wasureta Ookina Mono,https://cdn.myanimelist.net/images/anime/1695/93773l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,2 min,G - All Ages,"A boy reminisces about the countryside, enticing people to remember that their large cities were once beautiful open landscapes of trees and rivers.",---,2012.0,No studio,Music,No genres,Kids
Nukazuke no Uta,https://cdn.myanimelist.net/images/anime/1013/93775l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,2 min,G - All Ages,"Nukazuke are Japanese pickles, made by fermenting vegetables in rice bran (nuka). This song celebrates nukazuke and how it brings the family together.",---,2012.0,No studio,Music,No genres,Kids
Te no Naka no Mahou,https://cdn.myanimelist.net/images/anime/1069/93781l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,2 min,G - All Ages,"Hands are magical. You can draw with them, grasp the reigns of a carousal, and reach out to be called up.",---,2012.0,No studio,Music,No genres,Kids
Haru wo Yobu Yume,https://cdn.myanimelist.net/images/anime/1841/93782l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,2 min,G - All Ages,"A boy takes a walk outside as he notices little bits of spring starts to appear. Though in the end, it turns out he is merely dreaming it and winter is at its peak.

The music video was re-aired after 44 years due to being lost media. The Minna no Uta Hakkutsu Project (Minna no Uta Excavation Project) was able to find discover a copy of the original audio, as only the animated footage was originally saved by the NHK in the 70s.","The Minna no Uta Hakkutsu Project started in 2009 and is an initiate to archive ~500 lost songs from the program due to loss of master tapes, audio, and film from 1961-1982. Due to the copyright law of the time, price of film reels, and overwriting tapes. Similar issues plagued the BBC (e.g. Doctor Who missing episodes). By 2016, 220 songs were recovered with 100 of them being music videos.",2012.0,Asahi Production,Music,No genres,Kids
Yi Ren Zhi Xia: Fanwai Pian,https://cdn.myanimelist.net/images/anime/1595/93783l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2.0,16 min per ep,R - 17+ (violence & profanity),This story is about a Taoist master who went to the Heavenly Mountain.,---,2012.0,Qiyuan Yinghua,Super Power,"Action, Supernatural",No demographic
Totan Yane no Waltz,https://cdn.myanimelist.net/images/anime/1856/93784l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,2 min,G - All Ages,A cat's waltz upon a tin roof as an old man plays the fiddle.,---,2012.0,No studio,Music,No genres,Kids
Hato no Uta,https://cdn.myanimelist.net/images/anime/1474/93786l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,2 min,G - All Ages,"A dove strayed in love and roamed the streets, searching for a dream, even with a broken wing.",---,2012.0,No studio,Music,No genres,Kids
Dokyuu Hentai HxEros OVA,https://cdn.myanimelist.net/images/anime/1592/109081l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2.0,23 min per ep,R+ - Mild Nudity,"The first original video episode will follow three of the main heroines in an original story.

Bundled with the 11th and 12th volumes of the Dokyuu Hentai HxEros manga.

(Source: MAL News)",---,2012.0,Project No.9,"Harem, School","Action, Comedy, Sci-Fi, Ecchi",Shounen
Dear My Patron,https://cdn.myanimelist.net/images/anime/1521/109423l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,10.0,26 min per ep,PG-13 - Teens 13 or older,"The story centers on hero pair teams named ""Patraisers,"" consisting of ""Sugars"" and their supporter ""Patrons."" The Patraiser teams ""reinvigorate people's frozen hearts.""

The ""main story"" videos will focus on a single Patraiser pair, consisting of the Sugar Asahi Yuga and his Patron Ryouya Nekoyashiki. The ""side story"" videos will focus on their daily lives, as well as the other characters.

(Source: ANN)",---,2012.0,TANOsim,No theme,Slice of Life,No demographic
Tasuuketsu: Judgement Assizes,https://cdn.myanimelist.net/images/anime/1572/110031l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,7 min,PG-13 - Teens 13 or older,---,---,2012.0,IMAGICA Lab.,"Psychological, Super Power","Action, Drama, Suspense",No demographic
MTV Town,https://cdn.myanimelist.net/images/anime/1678/142301l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,58 sec,G - All Ages,An anthology station ID for the MTV Top 20 programming block.,---,2012.0,No studio,Music,Avant Garde,No demographic
Shenmue the Animation,https://cdn.myanimelist.net/images/anime/1427/120586l.webp,https://www.youtube.com/watch?v=3k3bu2mE9Mw,13.0,23 min per ep,R - 17+ (violence & profanity),"1985, Yokosuka. Ryo Hazuki has trained to master the Hazuki Style Jujitsu under his strict father in the Hazuki Dojo from his childhood. However, one day a mysterious man named Lan Di murders his father and takes the “mirror” his father was protecting. Ryo is determined to find the truth behind his father’s murder, but soon finds himself getting stuck in a war between the underground organizations…. Traveling from Yokosuka to Hong Kong, Ryo’s long journey begins!

(Source: Crunchyroll)",---,2022.0,Telecom Animation Film,Martial Arts,"Action, Adventure",No demographic
Zone: Intro,https://cdn.myanimelist.net/images/anime/1142/109089l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 min,PG-13 - Teens 13 or older,Music video for the song Zone: Intro by Thai hip-hop artist WAY (Schizyway).,---,2012.0,No studio,Music,"Action, Avant Garde",No demographic
Shokubutsu no Kimochi-hen,https://cdn.myanimelist.net/images/anime/1370/109104l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,30 sec,G - All Ages,"TV commercial for HYPONeX Japan's plant stock solution, which acts as both a fertilizer and pesticide.",---,2012.0,No studio,Music,No genres,No demographic
Black Channel,https://cdn.myanimelist.net/images/anime/1598/109105l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,12.0,12 min,PG-13 - Teens 13 or older,"Centers on the demon Black who comes to the human world in search of content for videos. He wants to expose the hidden side of humans, games, and hobbies. Black's ""high-efficiency assistant"" is the camera demon Camera-chan.

(Source: ANN)",---,2012.0,No studio,Mythology,"Comedy, Supernatural",No demographic
The Old Man and Two Mountains,https://cdn.myanimelist.net/images/anime/1645/109108l.webp,https://www.youtube.com/watch?v=aRn8-nZxJB4,1.0,1 hr 22 min,No rating,---,---,2012.0,No studio,No theme,"Adventure, Fantasy",No demographic
Mug,https://cdn.myanimelist.net/images/anime/1808/109116l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,3 min,G - All Ages,Music video for Keina Suda's single Mug.,---,2012.0,No studio,Music,Avant Garde,No demographic
Dr. Ramune -Mysterious Disease Specialist-,https://cdn.myanimelist.net/images/anime/1443/110157l.webp,https://www.youtube.com/watch?v=_aN5N2JCoCY,12.0,23 min per ep,PG-13 - Teens 13 or older,"At first glance, Ramune may not seem like a professional doctor—he is crass, rude, and often acts halfheartedly. But his true brilliance shines through once his patients pay him a visit: he is able to diagnose and treat all sorts of strange, mysterious diseases that come his way. From a young student whose fingers have turned into chili peppers to a child whose tears are made of condiments, Ramune is able to tap into a kind of innate, otherworldly sensibility that enables him to decipher the roots of their source. But finding the proper cure for these illnesses comes at a valuable price, and money certainly cannot be used to pay it. 

[Written by MAL Rewrite]",---,2021.0,Platinum Vision,Medical,"Mystery, Supernatural",Shounen
Scar on the Praeter,https://cdn.myanimelist.net/images/anime/1239/111647l.webp,https://www.youtube.com/watch?v=CX-D3mZBasM,13.0,23 min per ep,PG-13 - Teens 13 or older,"Under siege by foreign organizations, the Akatsuki Special Ward is a battlefield tainted with greed and violence, abandoning its citizens caught in the crossfire. In the wake of the anarchic turmoil emerges the Scard—vigilantes who wield supernatural abilities gifted to them by divine tattoos. Among them is Eiji Arashiba, the Hero of Akatsuki, who protects the district from tyrant outsiders.

One fateful day, Eiji contends with Dusk—a mafia syndicate—alongside Yamato Kai, a boy he recently met. Amid the chaos, Yamato blocks a sniper bullet heading toward Eiji, but the shot still strikes his tattoo despite Yamato's efforts. To save the injured Yamato, Eiji passes the tattoo onto him, entrusting him with protecting the Akatsuki Special Ward in his sacrifice.

As the ward continues to collapse under conflict, will Yamato be able to use his newfound Scard powers to protect his loved ones, or will he falter trying to become the new Hero of Akatsuki?

[Written by MAL Rewrite]",---,2021.0,GoHands,Super Power,Action,No demographic
The Saint's Magic Power is Omnipotent,https://cdn.myanimelist.net/images/anime/1947/114235l.webp,https://www.youtube.com/watch?v=neuik8auVmE,12.0,23 min per ep,PG-13 - Teens 13 or older,"Since ancient times, the citizens of Slantania have lived within a shroud of miasma, a force that brings forth monsters creating havoc around the world. When the kingdom's Order of Knights becomes incapable of containing the monsters, the Grand Magus summons a holy maiden—the legendary ""Saint""—to obliterate the horrid creatures and restore peace.

One evening, as Sei Takanashi returns home from a long day at work, a magical force pulls her into a foreign world. Upon her arrival to the kingdom of Slantania, she overhears that the Grand Magus inadvertently summoned two Saints—Sei and a brown-haired girl. Needing only one holy maiden, the prince declares the other girl as the Saint, leaving Sei to her own devices.

Sei sets her sight on the Medicinal Flora Research Institute, an establishment known for its studies regarding herbs and potions. While indulging in her latest passion, Sei has a fateful encounter with the commander of the Third Order of Knights. But little does she know, her aptitude as a Saint will continue to exert its influence over her new life.

[Written by MAL Rewrite]",---,2021.0,Diomedéa,"Isekai, Medical","Fantasy, Romance",No demographic
Oblivion Battery: Jump Festa 2020 Special,https://cdn.myanimelist.net/images/anime/1216/113444l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,20 min,PG-13 - Teens 13 or older,"High school student Tarou Yamada wants to escape his past as a baseball player after a devastating loss against an elite team. Though the new school he attends has no record of the sport, Yamada reencounters the same foes from that fateful day where he experienced his greatest failure. Unsure of why his former opponents are now attending the same school, Yamada wonders if he will truly be able to move away from his passion for baseball.

[Written by MAL Rewrite]",---,2012.0,MAPPA,"School, Team Sports","Comedy, Sports",Shounen
Talentless Nana Mini Anime,https://cdn.myanimelist.net/images/anime/1587/109132l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,12.0,3 min per ep,PG-13 - Teens 13 or older,Mini anime for Munou na Nana released weekly on the official Twitter and website.,---,2012.0,Bridge,No theme,"Comedy, Supernatural",Shounen
